idImagen,clase,rutaOriginal,rutaNpy,alto,ancho,media,desviacion,minimo,maximo,tiempoSegundos,estado,error
10,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (108).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_10.npy",128,128,0.44504156708717346,0.11429113894701004,0.20000000298023224,0.8352941274642944,0.11140531899945927,ok,
11,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (109).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_11.npy",128,128,0.4201202988624573,0.09287828952074051,0.18431372940540314,0.8274509906768799,0.120425608001824,ok,
12,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (11).jpg,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_12.npy",128,128,0.5190927982330322,0.14474540948867798,0.04313725605607033,0.9686274528503418,0.11938161099897115,ok,
13,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (110).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_13.npy",128,128,0.5308184623718262,0.16836881637573242,0.03921568766236305,1.0,0.11916709700017236,ok,
14,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (111).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_14.npy",128,128,0.4329814910888672,0.10982658714056015,0.1568627506494522,0.8352941274642944,0.11926636100179167,ok,
15,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (112).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_15.npy",128,128,0.5051447153091431,0.1677865833044052,0.09803921729326248,0.9490196108818054,0.1193403399993258,ok,
16,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (113).jpg,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_16.npy",128,128,0.4857608675956726,0.18902941048145294,0.027450980618596077,0.9411764740943909,0.1112435609975364,ok,
17,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (114).jpg,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_17.npy",128,128,0.4193180203437805,0.09266376495361328,0.1411764770746231,0.7568627595901489,0.1191787160023523,ok,
18,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (115).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_18.npy",128,128,0.4262496829032898,0.10820736736059189,0.13725490868091583,0.8509804010391235,0.11233862500012037,ok,
19,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (116).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_19.npy",128,128,0.49217772483825684,0.10345851629972458,0.18431372940540314,0.886274516582489,0.11942588100282592,ok,
20,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (117).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_20.npy",128,128,0.47164618968963623,0.1010933667421341,0.14901961386203766,1.0,0.12000220099798753,ok,
21,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (118).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_21.npy",128,128,0.43247169256210327,0.18424679338932037,0.03529411926865578,0.8470588326454163,0.12031648700212827,ok,
22,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (119).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_22.npy",128,128,0.49215519428253174,0.11426082998514175,0.13333334028720856,0.8549019694328308,0.1114667690017086,ok,
23,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (12).jpg,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_23.npy",128,128,0.4584372043609619,0.15191084146499634,0.11372549086809158,0.9254902005195618,0.13474064500042005,ok,
24,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (120).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_24.npy",128,128,0.45289212465286255,0.1560511291027069,0.027450980618596077,0.9882352948188782,0.11902067300252384,ok,
25,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (121).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_25.npy",128,128,0.4091215431690216,0.13349977135658264,0.12156862765550613,0.9176470637321472,0.11064301499936846,ok,
26,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (122).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_26.npy",128,128,0.42771977186203003,0.14005127549171448,0.10588235408067703,0.8941176533699036,0.11869175900210394,ok,
27,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (123).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_27.npy",128,128,0.4579010605812073,0.08495199680328369,0.0941176488995552,0.8196078538894653,0.11176652900030604,ok,
28,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (124).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_28.npy",128,128,0.5027695894241333,0.17767217755317688,0.062745101749897,0.8588235378265381,0.11265753200132167,ok,
29,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (125).jpg,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_29.npy",128,128,0.5501759648323059,0.13423685729503632,0.1725490242242813,0.95686274766922,0.11158100899774581,ok,
30,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (126).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_30.npy",128,128,0.453797847032547,0.11617331206798553,0.21568627655506134,0.9098039269447327,0.11937461600246024,ok,
31,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (127).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_31.npy",128,128,0.4526216387748718,0.12840256094932556,0.12156862765550613,0.7607843279838562,0.11935561500285985,ok,
32,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (128).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_32.npy",128,128,0.4689912796020508,0.08974858373403549,0.11764705926179886,0.886274516582489,0.11838374799845042,ok,
33,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (129).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_33.npy",128,128,0.4918377995491028,0.08050176501274109,0.2078431397676468,0.8705882430076599,0.11919601899717236,ok,
34,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (13).jpg,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_34.npy",128,128,0.49919867515563965,0.14297418296337128,0.03921568766236305,0.9607843160629272,0.13538541399975657,ok,
35,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (130).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_35.npy",128,128,0.46605128049850464,0.10389915853738785,0.15294118225574493,0.9254902005195618,0.11139764100153116,ok,
36,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (131).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_36.npy",128,128,0.41030752658843994,0.2914058566093445,0.03529411926865578,1.0,0.11935051499676774,ok,
37,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (132).jpg,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_37.npy",128,128,0.4063136577606201,0.09197095781564713,0.22745098173618317,0.7803921699523926,0.11936373800199362,ok,
38,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (133).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_38.npy",128,128,0.48381564021110535,0.1357525736093521,0.1764705926179886,0.8745098114013672,0.11924918200020329,ok,
39,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (134).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_39.npy",128,128,0.4494904577732086,0.14127641916275024,0.08627451211214066,0.7764706015586853,0.11944435199984582,ok,
40,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (135).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_40.npy",128,128,0.468469500541687,0.10585886240005493,0.239215686917305,0.8352941274642944,0.119378946001234,ok,
41,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (136).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_41.npy",128,128,0.4771989583969116,0.1752660572528839,0.0313725508749485,0.9764705896377563,0.11945441799980472,ok,
42,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (137).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_42.npy",128,128,0.4984956979751587,0.2272057682275772,0.0470588244497776,1.0,0.11932409900327912,ok,
43,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (138).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_43.npy",128,128,0.5281795859336853,0.16748285293579102,0.054901961237192154,0.9960784316062927,0.11937072899672785,ok,
44,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (139).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_44.npy",128,128,0.4357452988624573,0.16378170251846313,0.09803921729326248,0.9372549057006836,0.11153248199843802,ok,
45,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (14).jpg,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_45.npy",128,128,0.49325430393218994,0.2319490760564804,0.0,1.0,0.1593793470019591,ok,
46,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (140).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_46.npy",128,128,0.4568538963794708,0.08826854079961777,0.05098039284348488,0.7803921699523926,0.11178493099941988,ok,
47,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (141).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_47.npy",128,128,0.46652355790138245,0.0880764052271843,0.20000000298023224,0.8705882430076599,0.11975362399971345,ok,
48,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (142).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_48.npy",128,128,0.4988001585006714,0.10262198001146317,0.21568627655506134,0.8784313797950745,0.11153065300095477,ok,
49,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (143).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_49.npy",128,128,0.4048294425010681,0.17806534469127655,0.08235294371843338,0.8941176533699036,0.11228136499994434,ok,
50,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (144).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_50.npy",128,128,0.46155720949172974,0.12653735280036926,0.19607843458652496,0.9137254953384399,0.11938560799899278,ok,
51,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (145).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_51.npy",128,128,0.459331214427948,0.18237505853176117,0.01568627543747425,0.9725490212440491,0.1193681619988638,ok,
52,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (146).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_52.npy",128,128,0.4168093204498291,0.16606152057647705,0.14901961386203766,0.9960784316062927,0.11939365699799964,ok,
53,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (147).jpg,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_53.npy",128,128,0.38310545682907104,0.13398540019989014,0.07058823853731155,0.8039215803146362,0.11840119999760645,ok,
54,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (148).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_54.npy",128,128,0.4544854760169983,0.17892377078533173,0.0470588244497776,0.8980392217636108,0.11940838700320455,ok,
55,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (149).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_55.npy",128,128,0.4515993893146515,0.17424088716506958,0.054901961237192154,1.0,0.11936652899748879,ok,
56,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (15).jpg,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_56.npy",128,128,0.4713797867298126,0.09893317520618439,0.125490203499794,0.9098039269447327,0.12761522999790031,ok,
57,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (150).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_57.npy",128,128,0.47106218338012695,0.08363154530525208,0.16862745583057404,0.7960784435272217,0.1194968309973774,ok,
58,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (151).jpg,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_58.npy",128,128,0.40471407771110535,0.11122667044401169,0.054901961237192154,0.8274509906768799,0.11938005699994392,ok,
59,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (152).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_59.npy",128,128,0.4634454548358917,0.13377125561237335,0.11764705926179886,1.0,0.11925394799982314,ok,
60,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (153).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_60.npy",128,128,0.46955329179763794,0.11498649418354034,0.16078431904315948,0.9019607901573181,0.1190585469994403,ok,
61,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (154).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_61.npy",128,128,0.40487781167030334,0.123423270881176,0.1568627506494522,0.9058823585510254,0.11916051099979086,ok,
62,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (155).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_62.npy",128,128,0.4228999614715576,0.13025037944316864,0.18039216101169586,0.8549019694328308,0.11935836200063932,ok,
63,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (156).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_63.npy",128,128,0.4354403614997864,0.10576451569795609,0.1411764770746231,0.8705882430076599,0.11931380800160696,ok,
64,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (157).jpg,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_64.npy",128,128,0.3551030158996582,0.0854291096329689,0.16078431904315948,0.8352941274642944,0.11950005199832958,ok,
65,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (158).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_65.npy",128,128,0.5082378387451172,0.10854578763246536,0.1725490242242813,0.929411768913269,0.11931024699879345,ok,
66,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (159).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_66.npy",128,128,0.5500893592834473,0.1833237260580063,0.09803921729326248,0.9490196108818054,0.11938514199937345,ok,
67,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (16).jpg,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_67.npy",128,128,0.5322802066802979,0.239233136177063,0.06666667014360428,1.0,0.12738907799939625,ok,
68,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (160).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_68.npy",128,128,0.4698747396469116,0.08439139276742935,0.19607843458652496,0.8274509906768799,0.11940755999967223,ok,
69,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (161).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_69.npy",128,128,0.4672241508960724,0.15049678087234497,0.09803921729326248,0.8705882430076599,0.11921599899869761,ok,
70,Bercak Daun,/home/alumno/.cache/kagglehub/datasets/ndisan/corn-leaf-disease/versions/1/Bercak Daun/Corn_Gray_Spot (162).JPG,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Bercak Daun/imagen_70.npy",128,128,0.5553610324859619,0.15262098610401154,0.10588235408067703,0.9725490212440491,0.12032352899768739,ok,
